passage_id,node_id,numChildren,label,Edge_id,parent_type,Parent_id,parent_edge_id,Terminal,Text,Original Refinement,Refinement2,Comments,Possible Foundational layer disputes,text_reduced,text_reduced1
52,1.16,1,D,1.12->1.16,FN,1.12,1.10->1.12,English,"[A [E that] ... [C shipowner] ] [S famous] [D English] ... [U ,] [A* Cunard]",description,,,,[A][S][D][U][A*,ASDA*
52,1.143,1,D,1.120->1.143,FN,1.12,1.1->1.120,successively,"[T [R In] [C 1853] ] [A [E the] [C Cunard Co] [U .] [U ,] [E [A* Cunard Co] [R whose] [A [E [E mail] [U -] [C carrying] ] [C charter] ] [F had] [D just] [F been] [P renewed] ] ] [U ,] [D successively] [P added] [A [R to] [E its] [C assets] ] [A [C [C [E the] [C Arabia] ] [U ,] [C [E the] [C Persia] ] [U ,] [C [E the] [C China] ] [U ,] [C [E the] [C Scotia] ] [U ,] [C [E the] [C Java] ] [U ,] [N and] [C [E the] [C Russia] ] ] [U ,] [E [S IMPLICIT] [A all] [A [C [C ships] [E [A* ships] [R of] [S [E top] [C speed] ] ] ] [N and] [U ,] [C [E [R after] [E the] [C Great Eastern] ] [U ,] [C [A* ships] [S [C* ships] [E the] [E biggest] ] [D ever] [A [A* ships] [F to] [P plow] [A [E the] [C seas] ] ] ] ] ] ] ]",description,,,,[T][A][U][D][P][A][A],ADPAA
53,1.42,1,D,1.38->1.42,FN,1.38,1.32->1.38,shrewd,[A* company] [R for] [P [E its] ... [C management] ] [D shrewd],description,,,,[A*][R][P][D],A*PD
53,1.84,1,D,1.72->1.84,FN,1.72,1.1->1.72,Atlantic,"[T [R In] [E twenty ... six] [U -] ... [C years] ] [A [E Cunard] [C ships] ] [F have] [D made] [D 2,000] [D Atlantic] [P crossings]",description,,,,[T][A][F][D][D][D][P],ADDDP
53,1.123,1,D,1.122->1.123,FN,1.122,1.1->1.122,strong,[D strong] [P competition] [A [R from] [C France] ],description,,,,[D][P][A],DPA
54,1.74,3,D,1.64->1.74,FN,1.64,1.1->1.64,[R with] [E perfect] [C steadiness],[A [E Its] [E paddle] [C wheels] ] [F were] [P churning] [A [E the] [C sea] ] [D [R with] [E perfect] [C steadiness] ],description,,,,[A][F][P][A][D],APAD
57,1.18,1,D,1.14->1.18,FN,1.14,1.1->1.14,hastened,[A [E Captain] [C Anderson] ] [D hastened] [F to] [P reassure] [A them],description,,,,[A][D][F][P][A],ADPA
57,1.3,1,D,1.23->1.30,FN,1.23,1.1->1.23,immediate,"[G In fact] [U ,] [A there] [D could] [F be] [D no] [D immediate] [S danger]",description,,,,[G][U][A][D][F][D][D][S],ADDDS
57,1.53,3,D,1.44->1.53,FN,1.44,1.1->1.44,[R with] [C impunity] [U .],[A [E the] [C Scotia] ] [D could] [P brave] [A [E any] [C leak] ] [D [R with] [C impunity] [U .] ],description,,,,[A][D][P][A][D],ADPAD
58,1.69,1,D,1.62->1.69,FN,1.62,1.1->1.62,abruptly,[A [E their] [C furnaces] ] [D would] [F have] [F been] [D abruptly] [P extinguished] [U .],description,,,,[A][D][F][F][D][P][U,ADDP
59,1.82,2,D,1.77->1.82,FN,1.77,1.1->1.77,no choice,[A [E the] [C Scotia] ] [F had] [D no choice] [F but] [F to] [P continue] [A [E its] [C voyage] ],description,,,,[A][F][D][F][F][P][A],ADPA
60,1.75,2,D,1.64->1.75,FN,1.64,1.1->1.64,[E so] [C perfectly],[A [E This] [C breach] [E [R in] [E the] [E sheet] [C iron] ] ] [F was] [D [E so] [C perfectly] ] [P formed],description,,,,[A][F][D][P],ADP
60,1.11,1,D,1.108->1.110,FN,1.108,1.103->1.108,uncommon,[A* tool] [R of] [D uncommon] [S toughness],description,,,,[A*][R][D][S],A*DS
60,1.143,1,D,1.138->1.143,FN,1.138,1.1->1.138,needed,[A [E this] [C tool] ] [F had] [D needed] [F to] [P withdraw] [A itself] [A [R by] [E a] [E backward] [C motion] [E [A IMPLICIT] [A* motion] [G truly] [P inexplicable] [U .] ] ],description,,,,[A][F][D][F][P][A][A],ADPAA
62,1.5,2,D,1.48->1.50,FN,1.48,1.1->1.48,straight out,"[A* public] [P demanded] [D straight out] [A [A IMPLICIT] [R that] [U ,] [D [R at] [E all] [C cost] ] [U ,] [A [E the] [C seas] ] [F be] [P purged] [A [R of] [E this] [E [P fearsome] [A* cetacean] ] [C cetacean] [U .] ] ]",description,,,,[A*][P][D][A],A*PDA
286,1.14,1,D,1.130->1.140,FN,1.13,1.1->1.130,busy,"[T [R In] [E the] [C meantime] ] ... [A I] [F was] [D busy] [P classifying] [A [E my] [E [C mineralogical] [U ,] [C botanical] [U ,] [N and] [C zoological] ] [C treasures] ]",description,,,,[T][A][F][D][P][A],ADPA
287,1.63,1,D,1.62->1.63,FN,1.62,1.1->1.62,Finding,"[D Finding] [A it] [S impossible] [A [F to] [P form] [A [E any] [C views] ] [U ,] [A* I] ] [A* I]",description,,,,[D][A][S][A][A*,DASAA*
288,1.68,1,D,1.67->1.68,FN,1.67,1.1->1.67,how,[D how] [D could] [A it] [P move about] [A [R with] [E such] [E prodigious] [C speed] [U ?] ],description,,,,[D][D][A][P][A],DDAPA
290,1.65,1,D,1.55->1.65,FN,1.55,1.52->1.55,motor,"[A [E an] [U ""] [E underwater] [C boat] ] [U ""] [R of] [D tremendous] [D motor] [S power] [U .]",description,,,,[A][U][R][D][D][S][U,ADDS
292,1.105,2,D,1.103->1.105,FN,1.103,1.96->1.103,[R in] [C turn],[A* ram] [R which] [D [R in] [C turn] ] [D will] [P lead] [A [R to] [A [E the] [C world] ] [P putting its foot down] ],description,,,,[A*][R][D][D][P][A],A*DDPA
293,1.2,1,D,1.19->1.20,FN,1.19,1.13->1.19,formal,[D formal] [P denials] [A [R from] [E the] [E various] [C governments] ],description,,,,[D][P][A],DPA
293,1.34,1,D,1.30->1.34,FN,1.3,1.29->1.30,public,[A IMPLICIT] [P [E the] ... [C interest] ] [D public],description,,,,[A][P][D],APD
293,1.42,1,D,1.40->1.42,FN,1.4,1.39->1.40,transoceanic,[A IMPLICIT] [D transoceanic] [P travel],description,,,,[A][D][P],ADP
293,1.65,1,D,1.64->1.65,FN,1.64,1.1->1.64,how,[D how] [D could] [A [P [E the] [C assembly] ] [A [R of] [E this] [E underwater] [C boat] ] ] [F have] [P escaped] [A [A IMPLICIT] [D public] [P notice] ],description,,,,[D][D][A][F][P][A],DDAPA
293,1.8,1,D,1.78->1.80,FN,1.78,1.64->1.78,public,[A IMPLICIT] [D public] [P notice],description,,,,[A][D][P],ADP
296,1.14,2,D,1.10->1.14,FN,1.1,1.1->1.10,[C did me the honor] [R of],[A [E several] [C people] ] [D [C did me the honor] [R of] ] [P consulting] [A me] [A [R on] [E the] [C phenomenon] [E [R in] [C question] ] ],description,,,,[A][D][P][A][A],ADPAA
296,1.53,1,D,1.51->1.53,FN,1.51,1.1->1.51,Well,"[A IMPLICIT] [D Well] [P received] [A [R in] [E scholarly] [C circles] ] [U ,] [A* [E this] [C book] ]",description,,,,[A][D][P][A][U][A*],ADPAA*
296,1.138,2,D,1.128->1.138,FN,1.128,1.1->1.128,straight out,"[T soon] [U ,] [A [E [P pinned to the wall] [U ,] [A* I] ] [C I] ] [D had to] [P explain myself] [D straight out]",description,,,,[T][U][A][D][P][D],ADPD
298,1.2,3,D,1.13->1.20,FN,1.13,1.4->1.13,[C one] [R by] [C one],[A IMPLICIT] [P examining] [A [E these] [E different] [C hypotheses] ] [D [C one] [R by] [C one] ],description,,,,[A][P][A][D],APAD
298,1.28,1,D,1.25->1.28,FN,1.25,1.4->1.25,forced,[A we] [F are] [D forced] ... [F to] [P accept] [A [S [E the] [C existence] ] [A [R of] [E an] [E [D extremely] [S powerful] ... [A* animal] ] [E marine] [C animal] [U .] ] ],description,,,,[A][F][D][F][P][A],ADPA
302,1.7,3,D,1.65->1.70,FN,1.65,1.63->1.65,[E cast] [U -] [C iron],[A* animals] [R with] [S [E a] ... [C constitution] ] [D basically] [U '] [D [E cast] [U -] [C iron] ] [U '],description,,,,[A*][R][S][D][U][D][U,A*SDD
305,1.85,3,D,1.79->1.85,FN,1.79,1.74->1.79,[R with] [E invariable] [C success],[A* whales] [R which] [A [E the] [C narwhale] ] [P attacks] [D [R with] [E invariable] [C success] ],description,,,,[A*][R][A][P][D],A*APD
305,1.102,1,D,1.100->1.102,FN,1.1,1.5->1.100,difficulty,[A IMPLICIT] [P* wrenched] [D difficulty],description,,,,[A][P*][D],AP*D
305,1.116,2,D,1.111->1.116,FN,1.111,1.108->1.111,[C clean] [E [C* vessels] [R through] ],[A* vessels] [R that] [A narwhales] [F have] [P pierced] [D [C clean] [E [C* vessels] [R through] ] ],description,,,,[A*][R][A][F][P][D],A*APD
307,1.74,1,D,1.62->1.74,FN,1.62,1.52->1.62,simultaneously,[A* warships] [R whose] [A [C [E* warships] [C mass] ] [N and] [C [E* warships] [E motor] [C power] ] ] [A it] [D would] [P possess] [D simultaneously] [U .],description,,,,[A*][R][A][A][D][P][D][U,A*AADPD
309,1.54,1,D,1.52->1.54,FN,1.52,1.44->1.52,raucously,[A* they] [P laugh] [D raucously],description,,,,[A*][P][D],A*PD
310,1.8,1,D,1.2->1.8,FN,1.2,1.1->1.2,hotly,[A IMPLICIT] [A [E My] [C article] ] [F was] [D hotly] [P debated],description,,,,[A][A][F][D][P],AADP
310,1.17,2,D,1.13->1.17,FN,1.13,1.11->1.13,fine old,[A IMPLICIT] [P [E a] ... [C uproar] ] [D fine old],description,,,,[A][P][D],APD
310,1.42,1,D,1.40->1.42,FN,1.4,1.32->1.40,free,[R for] [D free] [P play] [A [R of] [E the] [C imagination] ],description,,,,[R][D][P][A],DPA
310,1.56,1,D,1.55->1.56,FN,1.55,1.49->1.55,impressive,[D impressive] [P visions] [A [R of] [E unearthly] [C creatures] ],description,,,,[D][P][A],DPA
310,1.226,1,D,1.222->1.226,FN,1.222,1.218->1.222,gradually,[A* mold] [R that] [A time] [F has] [D gradually] [D made] [S smaller],description,,,,[A*][R][A][F][D][D][S],A*ADDS
312,1.61,1,D,1.58->1.61,FN,1.58,1.55->1.58,transoceanic,[A IMPLICIT] [R of] [D transoceanic] [P travel],description,,,,[A][R][D][P],ADP
312,1.77,1,D,1.64->1.77,FN,1.64,1.1->1.64,chiefly,[A [E The] [E [C industrial] [N and] [C commercial] ] [C newspapers] ] [P dealt] [A [R with] [E the] [C question] ] [D chiefly] [A [R from] [E this] [C viewpoint] ],description,,,,[A][P][A][D][A],APADA
312,1.112,1,D,1.110->1.112,FN,1.11,1.98->1.110,threatened,[A* companies] [U -] [R who] [D threatened] [F to] [P raise] [A [E their] [E premium] [C rates] ],description,,,,[A*][U][R][D][F][P][A],A*DPA
313,1.96,1,D,1.93->1.96,FN,1.93,1.87->1.93,energetically,[A* Farragut] [R who] [P pressed ... forward] [D energetically] ... [A [A* Farragut] [R with] [P [E the] [C arming] ] [A [R of] [E his] [C frigate] [U .] ] ],description,,,,[A*][R][P][D][A],A*PDA
318,1.4,1,D,1.30->1.40,FN,1.3,1.12->1.30,pleased,[A [E the] [C government] [E [R of] [E the] [C Union] ] ] [D will] [F be] [D pleased] [F to] [P regard] [A you] [A [R as] [A [C France] [R 's] ] [P representative] ] [A [A IMPLICIT] [R in] [P [E this] [C undertaking] ] ],description,,,,[A][D][F][D][F][P][A][A][A],ADDPAAA
814,1.73,1,D,1.70->1.73,FN,1.7,1.69->1.70,TRUE,[A* I] [S [E my] ... [C vocation] ] [D true],description,,,,[A*][S][D],A*SD
814,1.79,1,D,1.76->1.79,FN,1.76,1.69->1.76,sole,[A* I] [S [E my] ... [C purpose] ] [D sole] ... [A [R in] [C life] ],description,,,,[A*][S][D][A],A*SDA
815,1.8,1,D,1.79->1.80,FN,1.79,1.1->1.79,another,"[A* I] [D another] [P thought] [A [R of] [C [C exhaustion] [U ,] [C friends] [U ,] [N or] [C collections] ] ]",description,,,,[A*][D][P][A],A*DPA
816,1.5,1,D,1.43->1.50,FN,1.43,1.4->1.43,let,[A [E That] [E fine] [C animal] ] [D may] [G even] [D let] [A itself] [F be] [P captured] [A [R in] [E European] [C seas] ] [U -] [G as a personal favor to me],description,,,,[A][D][G][D][A][F][P][A][U][G,ADDAPA
817,1.29,4,D,1.24->1.29,FN,1.24,1.1->1.24,[E [R by] [C way] [R of] ] [E the] [C Antipodes] [U .],[A* I] [P returning] [A [F to] [C France] ] [D [E [R by] [C way] [R of] ] [E the] [C Antipodes] [U .] ],description,,,,[A*][P][A][D],A*PAD
818,1.1,5,D,1.2->1.10,FN,1.2,1.1->1.2,[R in] [E an] [E impatient] [C voice] [U .],"[U ""] [A [G Conseil] ] [U !] [U ""] [A I] [P called] [D [R in] [E an] [E impatient] [C voice] [U .] ]",description,,,,[U][A][U][U][A][P][D],AAPD
819,1.54,2,D,1.52->1.54,FN,1.52,1.1->1.52,[R on] [C principle],[A* Conseil] [S punctilious] [D [R on] [C principle] ],description,,,,[A*][S][D],A*SD
820,1.43,1,D,1.40->1.43,FN,1.4,1.39->1.40,seasoned,[A* Conseil] [S [E a] ... [C specialist] ] [D seasoned] ... [A [R in] [E biological] [C classification] ],description,,,,[A*][S][D][A],A*SDA
820,1.59,3,D,1.55->1.59,FN,1.55,1.52->1.55,[R with] [E acrobatic] [C agility],"[A* enthusiast] [R who] [D could] [P run] [D [R with] [E acrobatic] [C agility] ] [D [C up] [N and] [C down] ] [A [E the] [E whole] [C ladder] [E [R of] [C branches] [U ,] [C groups] [U ,] [C classes] [U ,] [C subclasses] [U ,] [C orders] [U ,] [C families] [U ,] [C genera] [U ,] [C subgenera] [U ,] [C species] [U ,] [N and] [C varieties] ] ]",description,,,,[A*][R][D][P][D][D][A],A*DPDDA
820,1.63,3,D,1.55->1.63,FN,1.55,1.52->1.55,[C up] [N and] [C down],"[A* enthusiast] [R who] [D could] [P run] [D [R with] [E acrobatic] [C agility] ] [D [C up] [N and] [C down] ] [A [E the] [E whole] [C ladder] [E [R of] [C branches] [U ,] [C groups] [U ,] [C classes] [U ,] [C subclasses] [U ,] [C orders] [U ,] [C families] [U ,] [C genera] [U ,] [C subgenera] [U ,] [C species] [U ,] [N and] [C varieties] ] ]",description,,,,[A*][R][D][P][D][D][A],A*DPDDA
820,1.125,1,D,1.124->1.125,FN,1.124,1.1->1.124,Well,"[D Well] [P versed] [A [R in] [E the] [C theory] [E [R of] [C classification] ] ] [U ,] [A* he]",description,,,,[D][P][A][U][A*,DPAA*
820,1.138,1,D,1.135->1.138,FN,1.135,1.1->1.135,poorly,[A he] [F was] [D poorly] [P versed] [A [A IMPLICIT] [R in] [P [E its] ... [C application] ] [D practical] ],description,,,,[A][F][D][P][A],ADPA
820,1.145,1,D,1.140->1.145,FN,1.14,1.135->1.140,practical,[A IMPLICIT] [R in] [P [E its] ... [C application] ] [D practical],description,,,,[A][R][P][D],APD
821,1.84,3,D,1.74->1.84,FN,1.74,1.1->1.74,[R in] [E perfect] [C contentment],"[A He] [P went] [A [C here] [U ,] [C there] [U ,] [N and] [C everywhere] ] [D [R in] [E perfect] [C contentment] ]",description,,,,[A][P][A][D],APAD
821,1.117,2,D,1.111->1.117,FN,1.111,1.1->1.111,in him,"[A* he] [S had] [D n't] [A [E a] [C nerve] ... [E [E not] [E [E a] [C sign] [R of] ] [C nerves] ] [U -] [E [E the] [E mental] [C type] ] ] [D in him] [U ,] ... [U ,] [G I mean] [U .]",description,,,,[A*][S][D][A][D][U][U][G][U,A*SDAD
823,1.25,4,D,1.20->1.25,FN,1.2,1.1->1.20,[R in] [E the] [E third] [C person],[A he] [D only] [P addressed] [A me] [D [R in] [E the] [E third] [C person] ],description,,,,[A][D][P][A][D],ADPAD
824,1.13,1,D,1.12->1.13,FN,1.12,1.1->1.12,feverishly,[A* I] [D feverishly] [P beginning] [A [A* I] [P [E my] [C preparations] ] [A [R for] [C departure] [U .] ] ],description,,,,[A*][D][P][A],A*DPA
825,1.92,1,D,1.88->1.92,FN,1.88,1.1->1.88,reason,"[F There] [F was] [D good] [D reason] [P [R to] [C stop] [N and] [C think] ] [U ,] [G even] [A [R for] [A [E the] [C world] [R 's] ] [D most] [S emotionless] [A man] ]",description,,,,[F][F][D][D][P][U][G][A],DDPA
826,1.79,1,D,1.68->1.79,FN,1.68,1.1->1.68,serenely,"[A [A IMPLICIT] [D As] [G master] [P wishes] ] [U ,] [U ""] [A Conseil] [P replied] [D serenely]",description,,,,[A][U][U][A][P][D],AAPD
826,1.129,1,D,1.126->1.129,FN,1.126,1.85->1.126,bother,"[A* you] [A* [C [E my] [E traveling] [C kit] ] [U ,] [C [E my] [C suits] ] [U ,] [C [E* my] [C shirts] ] [U ,] [N and] [C [E* my] [C socks] ] ] [U ,] [F do] [D n't] [D bother] [P counting]",description,,,,[A*][A*][U][F][D][D][P],A*A*DDP
826,1.156,1,D,1.145->1.156,FN,1.145,1.1->1.145,ventured,"[A [S What about] [A [E [C master] [R 's] ] [C collections] ] ] [U ?] [U ""] [A Conseil] [D ventured] [F to] [P observe]",description,,,,[A][U][U][A][D][F][P],AADP
826,1.306,1,D,1.285->1.306,FN,1.285,1.1->1.285,evasively,"[A [H [P* returning] [A* Paris] [D Yes] [U ,] [A we] [F are] [U .] [U .] [U .] [D certainly] ] ... [L but] [L after] [H [A we] [P make] [A [E a] [C detour] ] ] ] [U .] [U .] [U .] [U ,] [U ""] [A I] [P replied] [D evasively] [U ,] [U ""]",description,,,,[A][U][U][U][U][U][A][P][D][U][U,AAPD
826,1.38,1,D,1.368->1.380,FN,1.368,1.1->1.368,placidly,"[A [F As] [G master] [P thinks] [A [A IMPLICIT] [S best] ] ] [U ,] [U ""] [A Conseil] [P replied] [D placidly] [U .]",description,,,,[A][U][U][A][P][D][U,AAPD
829,1.23,3,D,1.19->1.23,FN,1.19,1.1->1.19,in a flash,[A Conseil] [P did] [A them] [D in a flash],description,,,,[A][P][A][D],APAD
829,1.51,1,D,1.42->1.51,FN,1.42,1.1->1.42,expertly,[A he] [P classified] [A [C shirts] [N and] [C suits] ] ... [D* expertly],description,,,,[A][P][A][D*,APAD*
829,1.51,1,D,1.49->1.51,FN,1.42,1.1->1.42,expertly,[A he] [P classified] [A [C shirts] [N and] [C suits] ] ... [D* expertly],description,,,,[A][P][A][D*,APAD*
832,1.51,3,D,1.48->1.51,FN,1.48,1.1->1.48,[R in] [E the] [C presence],[A I] [P stood] [D [R in] [E the] [C presence] ] [A [R of] [E a] [E [S smart ... looking] [U -] ... [A* officer] ] [C officer] [E [A* officer] [R who] [P extended] [A [E his] [C hand] ] [A [R to] [C me] [U .] ] ] ],description,,,,[A][P][D][A],APDA
833,1.49,2,D,1.46->1.49,FN,1.46,1.45->1.46,[R In] [C person],"[A IMPLICIT] [S IMPLICIT] [A* Farragut] [U ?] [U ""] [U ""] [D [R In] [C person] ]",description,,,,[A][S][A*][U][U][U][D],ASA*D
838,1.1,1,D,1.6->1.10,FN,1.6,1.2->1.6,proper,[R to] [P [E the] ... [C stowing] ] [D proper] ... [A [R of] [E our] [C luggage] ],description,,,,[R][P][D][A],PDA
842,1.81,3,D,1.69->1.81,FN,1.69,1.1->1.69,[R with] [E [P increasing] [A* speed] ] [C speed],[A [E The] [C blades] [E [R of] [E the] [C propeller] ] ] [P churned] [A [E the] [C waves] ] [D [R with] [E [P increasing] [A* speed] ] [C speed] ],description,,,,[A][P][A][D],APAD
842,1.93,1,D,1.88->1.93,FN,1.88,1.1->1.88,majestically,[A [E the] [C Abraham Lincoln] ] [P moved out] [D majestically] [A [R amid] [E a] [E [E spectator] [U -] [C laden] ] [C escort] [E [R of] [E some] [E 100] [C [C ferries] [N and] [C tenders] ] ] ],description,,,,[A][P][D][A],APDA
843,1.45,2,D,1.32->1.45,FN,1.32,1.1->1.32,[R in] [C succession],"[A [E [P Departing] [A [R from] [E 500,000] [C throats] ] ... [A* cheers] ] [U ,] [E three] [C cheers] ] [P burst forth] [D [R in] [C succession] ]",description,,,,[A][P][D],APD
843,1.61,1,D,1.60->1.61,FN,1.6,1.57->1.60,tightly,[D tightly] [P packed] [A* masses],description,,,,[D][P][A*,DPA*
846,1.102,3,D,1.72->1.102,FN,1.72,1.1->1.72,[R at] [E full] [C steam],[T [R at] [E eight] [C o'clock] [E [R in] [E the] [C evening] ] ] ... [A we] [P ran] [D [R at] [E full] [C steam] ] [A [R onto] [E the] [E dark] [C waters] [E [R of] [E the] [C Atlantic] [U .] ] ],description,,,,[T][A][P][D][A],APDA
880,1.156,3,D,1.155->1.156,FN,1.155,1.1->1.155,[R on] [E his] [C way],[A* man] [D [R on] [E his] [C way] ] [F to] [P fight] [A [P [E an] [C encounter] ] [A [R with] [E the] [C dragon] [E [A* dragon] [P devastating] [A [E the] [C island] ] ] ] ],description,,,,[A*][D][F][P][A],A*DPA
882,1.41,3,D,1.35->1.41,FN,1.35,1.1->1.35,[R with] [E scrupulous] [C care],[A They] [P surveyed] [A [E the] [C sea] ] [D [R with] [E scrupulous] [C care] ],description,,,,[A][P][A][D],APAD
882,1.98,1,D,1.92->1.98,FN,1.92,1.1->1.92,proper,[G I ... ll let the reader decide whether] [U '] ... [A eyes] [D got] [D proper] [P exercise] [A [R aboard] [E the] [C Abraham Lincoln] [U .] ],description,,,,[G][U][A][D][D][P][A],ADDPA
883,1.39,1,D,1.31->1.39,FN,1.31,1.1->1.31,good,"[A [E Our] [C frigate] ] [D would] [F have] [F had] [D fivescore] [D good] [S reasons] [A [R for] [P renaming] [A itself] [A [E the] [C Argus] ] [U ,] [A [R after] [E that] [E mythological] [C beast] [E [R with] [E 100] [C eyes] ] ] ]",description,,,,[A][D][F][F][D][D][S][A],ADDDSA
884,1.9,1,D,1.2->1.9,FN,1.2,1.1->1.2,carefully,"[G As I said] [U ,] [A [E Commander] [C Farragut] ] [F had] [D carefully] [P equipped] [A [E his] [C ship] ] [A [R with] [A [E all] [E the] [C gear] [E [A* gear] [S needed] ] ] [F to] [P fish] [A [R for] [E a] [E gigantic] [C cetacean] ] ]",description,,,,[G][U][A][F][D][P][A][A],ADPAA
884,1.59,1,D,1.57->1.59,FN,1.57,1.55->1.57,hand,[A IMPLICIT] [D hand] [U -] [P hurled] [A* harpoon],description,,,,[A][D][U][P][A*,ADPA*
884,1.1,1,D,1.98->1.100,FN,1.98,1.94->1.98,breech,[A IMPLICIT] [D breech] [U -] [P loading] [A* cannon],description,,,,[A][D][U][P][A*,ADPA*
884,1.167,5,D,1.136->1.167,FN,1.136,1.1->1.136,[R without] [E the] [E least] [C bother] [U .],"[A [E [A IMPLICIT] [P Made] [A [R in] [C America] ] ... [A* instrument] ] [U ,] [E this] [E valuable] [C instrument] ] [D could] [P fire] [A [E a] [E [E four] [U -] [C kilogram] ] [E conical] [C projectile] ] [A [E [E an] [E average] [C distance] [R of] ] [E sixteen] [C kilometers] ] [D [R without] [E the] [E least] [C bother] [U .] ]",description,,,,[A][D][P][A][A][D],ADPAAD
887,1.33,1,D,1.30->1.33,FN,1.3,1.1->1.30,powerfully,[A he] [F was] [D powerfully] [S built],description,,,,[A][F][D][S],ADS
887,1.38,3,D,1.36->1.38,FN,1.36,1.1->1.36,[E* he] [R in] [C manner],[A* he] [S serious] [D [E* he] [R in] [C manner] ],description,,,,[A*][S][D],A*SD
888,1.16,1,D,1.2->1.16,FN,1.2,1.1->1.2,wise,"[A [E Commander] [C Farragut] ] [U ,] [G [R to] [E my] [C thinking] ] [U ,] [F had] [D made] [P [E a] ... [C move] ] [D wise] ... [A [A* Farragut] [R in] [P hiring on] [A [E this] [C man] ] ]",description,,,,[A][U][G][U][F][D][P][D][A],ADPDA
888,1.45,3,D,1.25->1.45,FN,1.25,1.1->1.25,[E all] [R by] [C himself],"[A [C [R With] [E his] [C eye] ] [N and] [C [R* With] [E his] [E [P throwing] [A* arm] [A* he] ] [C arm] [U ,] ] ] [A he] [F was] [S worth] [A [E the] [E whole] [C crew] ] [D [E all] [R by] [C himself] ]",description,,,,[A][A][F][S][A][D],AASAD
888,1.78,1,D,1.76->1.78,FN,1.76,1.72->1.76,ready,[A* cannon] [T always] [D ready] [F to] [P fire] [U .],description,,,,[A*][T][D][F][P][U,A*DP
889,1.51,2,D,1.48->1.51,FN,1.48,1.1->1.48,[E an] [C opportunity],[F It] [F was] [D [E an] [C opportunity] ] [A [R for] [C him] ] [F to] [P speak] ... [A [E that] [E old] [E Rabelaisian] [C dialect] [E [A* dialect] [T still] [P used] [A [R in] [E some] [E Canadian] [C provinces] ] ] ],description,,,,[F][F][D][A][F][P][A],DAPA
890,1.3,3,D,1.2->1.3,FN,1.2,1.1->1.2,[C Little] [R by] [C little],[D [C Little] [R by] [C little] ] [A Ned] [D developed] [A [E a] [C taste] ] [P [R for] [C chatting] ],description,,,,[D][A][D][A][P],DADAP
890,1.49,4,D,1.37->1.49,FN,1.37,1.1->1.37,[R with] [E great] [E natural] [C lyricism],[A He] [P described] [A [C [E his] [E fishing] [C trips] ] [N and] [C [E his] [C battles] ] ] [D [R with] [E great] [E natural] [C lyricism] ],description,,,,[A][P][A][D],APAD
890,1.6,2,D,1.55->1.60,FN,1.55,1.1->1.55,[E the] [C form],[A [E His] [C tales] ] [P took on] [D [E the] [C form] ] [A [R of] [E an] [E epic] [C poem] ],description,,,,[A][P][D][A],APDA
891,1.6,1,D,1.54->1.60,FN,1.54,1.53->1.54,ask,"[F Ah] [U ,] [G my gallant Ned] [U !] [A I] [D ask] [D only] [F to] [P live] [T [E 100] [C years] [E more] ]",description,,,,[F][U][G][U][A][D][D][F][P][T],ADDP
891,1.7,2,D,1.69->1.70,FN,1.69,1.53->1.69,[E the] [C longer],[D [E the] [C longer] ] [F to] [P remember] [A you] [U !],description,,,,[D][F][P][A][U,DPA
892,1.39,2,D,1.38->1.39,FN,1.38,1.1->1.38,[C alone] [E [R on] [C board] ],"[D [C alone] [E [R on] [C board] ] ] [U ,] [A he] [F did] [D n't] [P share] [A [E the] [E general] [C conviction] ]",description,,,,[D][U][A][F][D][P][A],DADPA
892,1.72,1,D,1.65->1.72,FN,1.65,1.1->1.65,compelled,[R for which] [T [E one] [C day] ] [A I] [D felt] [D compelled] [F to] [P take ... to task] [A him] ... [U .],description,,,,[R][T][A][D][D][F][P][A][U,ADDPA
894,1.51,2,D,1.50->1.51,FN,1.5,1.1->1.50,[E Quite] [C naturally],"[D [E Quite] [C naturally] ] [U ,] [A I] [P led] [A [E our] [C conversation] ] [A [E [C around] [R to] ] [E the] [E giant] [C unicorn] ]",description,,,,[D][U][A][P][A][A],DAPAA
894,1.78,1,D,1.73->1.78,FN,1.73,1.70->1.73,various,[A [E our] [C expedition] [R 's] ] [D various] [S chances] [A [R for] [C [C success] [N or] [C failure] ] ],description,,,,[A][D][S][A],ADSA
895,1.37,1,D,1.31->1.37,FN,1.31,1.3->1.31,particular,"[F Do] [A you] [D have] [P [E any] ... [C reasons] ] [D particular] ... [A [A* you] [F for] [F being] [D so] [S skeptical] [U ?] [U ""] ]",description,,,,[F][A][D][P][D][A],ADPDA
896,1.22,5,D,1.16->1.22,FN,1.16,1.1->1.16,[R in] [E [C one] [R of] ] [E his] [E standard] [C gestures],[A* harpooner] [P slapped] [A [E his] [E broad] [C forehead] ] [D [R in] [E [C one] [R of] ] [E his] [E standard] [C gestures] ],description,,,,[A*][P][A][D],A*PAD
896,1.41,1,D,1.38->1.41,FN,1.38,1.1->1.38,himself,[A* harpooner] [F to] [P collect] [D himself],description,,,,[A*][F][P][D],A*PD
897,1.37,1,D,1.32->1.37,FN,1.32,1.6->1.32,easily,[A [E your] [C mind] ] [D should] [D easily] [P accept] [A [E this] [C hypothesis] [E [R of] [E an] [E enormous] [C cetacean] ] ],description,,,,[A][D][D][P][A],ADDPA
